row_num,qid,video_name,gif_num,question,correct_answer,visual_description,predicted_answer,evaluator_scores,accuracy
27,1767,Pororo_ENGLISH1_2_ep8,48,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['pink', 'bear', 'surprised'], 'location': ['foreground', 'left']}, {'name': 'Eddy', 'attributes': ['white', 'dog', 'excited'], 'location': ['foreground', 'center']}, {'name': 'Loopy', 'attributes': ['orange', 'rabbit', 'curious'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Poby', 'action': 'look', 'object': 'down'}, {'subject': 'Eddy', 'action': 'look', 'object': 'down'}, {'subject': 'Loopy', 'action': 'look', 'object': 'down'}], 'relationships': [{'subject': 'Poby', 'relation': 'next to', 'object': 'Eddy'}, {'subject': 'Eddy', 'relation': 'next to', 'object': 'Loopy'}], 'uncertain': [{'description': 'details of the hole', 'location': ['foreground', 'center']}, {'description': 'background elements', 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby looks surprised from the left side of the hole.', 'center': 'Eddy appears excited while looking down.', 'right': 'Loopy looks curious from the right side of the hole.', 'foreground': 'The characters are gathered around the hole.', 'background': 'The background is unclear, possibly blue sky.'}}","poby, eddy, and loopy told pororo and crong, ""we are here to save you.""","1.0,1.0,1.0",1.0
28,1768,Pororo_ENGLISH1_2_ep8,49,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['smiling', 'wearing a mask', 'sticking out tongue'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Loopy', 'action': 'talking', 'object': None}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty.', 'center': 'Loopy is smiling and talking, wearing a mask and sticking out her tongue.', 'right': 'The right region is empty.', 'foreground': 'Loopy is prominently displayed in the foreground.', 'background': 'The background features a snowy landscape with trees.'}}","loopy told pororo and crong, ""did you think you could play a trick on me?""","0.75,0.75,0.75",0.75
29,2079,Pororo_ENGLISH1_3_ep1,15,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing goggles', 'wearing a hat'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Pororo', 'action': 'asks', 'object': ""Eddy's hidden map""}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty with no visible objects.', 'center': 'Pororo is standing with a suspicious expression.', 'right': 'The right region is empty with no visible objects.', 'foreground': 'Pororo is in the foreground, prominently displayed.', 'background': 'Snowy mountains and trees are visible in the background.'}}",pororo thinks eddy is hiding the map because he suspects it is some kind of treasure.,"0.75,0.75,0.75",0.75
30,2513,Pororo_ENGLISH1_3_ep11,1,what did pororo see moving?,pororo saw the magnet moving.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing a helmet', 'holding a book'], 'location': ['foreground', 'center']}, {'name': 'wind-up toy', 'attributes': ['moving', 'colorful'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Pororo', 'action': 'sees', 'object': 'wind-up toy'}], 'relationships': [{'subject': 'Pororo', 'relation': 'sitting on', 'object': 'sofa'}, {'subject': 'wind-up toy', 'relation': 'located near', 'object': 'Pororo'}], 'uncertain': [{'description': 'details of the background', 'location': ['background', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'The left region contains a wall with unclear details.', 'center': 'Pororo is sitting on a sofa, reading a book.', 'right': 'A wind-up toy is moving on the floor.', 'foreground': 'Pororo and the wind-up toy are visible.', 'background': 'The background has a wall and windows, details are unclear.'}}",pororo saw a colorful wind-up toy moving on the floor.,"0.0,0.25,0.25",0.25
31,2575,Pororo_ENGLISH1_3_ep12,16,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['pink', 'smiling', 'holding sandwich'], 'location': ['foreground', 'center']}, {'name': 'Eddy', 'attributes': ['green', 'looking at Loopy'], 'location': ['foreground', 'left']}, {'name': 'Crong', 'attributes': ['green', 'surprised expression'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Loopy', 'action': 'hands over', 'object': 'sandwich'}, {'subject': 'Eddy', 'action': 'picks up', 'object': 'sandwich'}], 'relationships': [{'subject': 'Loopy', 'relation': 'gives to', 'object': 'Eddy'}, {'subject': 'Eddy', 'relation': 'is next to', 'object': 'Loopy'}, {'subject': 'Crong', 'relation': 'is next to', 'object': 'Eddy'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy is looking at Loopy, preparing to receive the sandwich.', 'center': 'Loopy is smiling and holding a sandwich.', 'right': 'Crong has a surprised expression, observing the interaction.', 'foreground': 'Loopy, Eddy, and Crong are all visible in the foreground.', 'background': 'The background is snowy and icy, typical of the Pororo setting.'}}",loopy gives a sandwich to eddy.,"1.0,1.0,1.0",1.0
32,2582,Pororo_ENGLISH1_3_ep12,24,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['riding a robot'], 'location': ['center', 'center']}, {'name': 'Loopy', 'attributes': ['watching'], 'location': ['left', 'left']}, {'name': 'Poby', 'attributes': ['watching'], 'location': ['left', 'left']}, {'name': 'Crong', 'attributes': ['watching'], 'location': ['left', 'left']}, {'name': 'Pororo', 'attributes': ['watching'], 'location': ['left', 'left']}, {'name': 'robot', 'attributes': ['moving strangely'], 'location': ['center', 'center']}], 'actions': [{'subject': 'Eddy', 'action': 'riding', 'object': 'robot'}, {'subject': 'robot', 'action': 'moving', 'object': 'none'}], 'relationships': [{'subject': 'Eddy', 'relation': 'on', 'object': 'robot'}, {'subject': 'Loopy', 'relation': 'watching', 'object': 'Eddy'}, {'subject': 'Poby', 'relation': 'watching', 'object': 'Eddy'}, {'subject': 'Crong', 'relation': 'watching', 'object': 'Eddy'}, {'subject': 'Pororo', 'relation': 'watching', 'object': 'Eddy'}], 'uncertain': [{'description': 'specific expressions of characters', 'location': ['foreground', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Loopy, Poby, Crong, and Pororo are watching Eddy.', 'center': 'Eddy is riding a robot that is moving strangely.', 'right': 'No identifiable content.', 'foreground': 'Eddy and the robot are in the foreground.', 'background': 'Snowy landscape with ice formations.'}}","loopy asks eddy, ""what happened?""","1.0,1.0,1.0",1.0
33,2623,Pororo_ENGLISH1_3_ep13,18,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Crong', 'attributes': ['green', 'small', 'happy'], 'location': ['foreground', 'center']}, {'name': 'drawer', 'attributes': ['wooden', 'closed'], 'location': ['background', 'left']}, {'name': 'box', 'attributes': ['wooden', 'open'], 'location': ['background', 'right']}, {'name': 'poster', 'attributes': ['colorful', 'decorative'], 'location': ['background', 'left']}], 'actions': [{'subject': 'Crong', 'action': 'cleaning', 'object': 'floor'}], 'relationships': [{'subject': 'Crong', 'relation': 'in front of', 'object': 'drawer'}, {'subject': 'Crong', 'relation': 'near', 'object': 'box'}], 'uncertain': [{'description': ""specific details about Pororo and Loopy's actions or expressions"", 'location': ['foreground', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'A wooden drawer and a colorful poster are visible.', 'center': 'Crong is happily cleaning the floor.', 'right': 'An open wooden box is present.', 'foreground': 'Crong is the main focus, actively cleaning.', 'background': 'The background features a drawer and a poster.'}}",everyone felt happy and amused watching crong cheerfully clean the house.,"0.75,0.75,0.75",0.75
34,2173,Pororo_ENGLISH1_3_ep2,49,what was crong playing with as pororo entered the house,crong was playing with a snowboard,"{'description': 'Task 1 - Structured Scene Understanding\njson\n{\n  ""objects"": [\n    {\n      ""name"": ""Pororo"",\n      ""attributes"": [""small"", ""blue"", ""penguin""],\n      ""location"": [""foreground"", ""center""]\n    },\n    {\n      ""name"": ""Crong"",\n      ""attributes"": [""small"", ""green"", ""dinosaur""],\n      ""location"": [""uncertain"", ""uncertain""]\n    }\n  ],\n  ""actions"": [\n    {\n      ""subject"": ""Pororo"",\n      ""action"": ""looking for"",\n      ""object"": ""Crong""\n    }\n  ],\n  ""relationships"": [\n    {\n      ""subject"": ""Pororo"",\n      ""relation"": ""searching for"",\n      ""object"": ""Crong""\n    }\n  ],\n  ""uncertain"": [\n    {\n      ""description"": ""Crong\'s activity or object"",\n      ""location"": [""uncertain"", ""uncertain""]\n    }\n  ]\n}\n Task 2 - Region-based Captions\njson\n{\n  ""left"": ""The left region shows snowy terrain with trees."",\n  ""center"": ""Pororo is in the center, looking around."",\n  ""right"": ""The right region is unclear, possibly more snowy landscape."",\n  ""foreground"": ""Pororo is prominently visible in the foreground."",\n  ""background"": ""The background features a snowy landscape with hills.""\n}'}",crong was playing with an unspecified object as pororo entered the house.,"0.25,0.25,0.25",0.25
35,2206,Pororo_ENGLISH1_3_ep3,31,what did pororo answer to loopy and crong,"pororo said ""uh well""","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing goggles', 'wearing a hat'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['green dinosaur'], 'location': ['background', 'left']}, {'name': 'Loopy', 'attributes': ['pink beaver'], 'location': ['background', 'right']}], 'actions': [{'subject': 'Pororo', 'action': 'moves', 'object': 'arms'}, {'subject': 'Pororo', 'action': 'turns', 'object': 'around'}], 'relationships': [{'subject': 'Pororo', 'relation': 'in front of', 'object': 'Crong'}, {'subject': 'Pororo', 'relation': 'in front of', 'object': 'Loopy'}], 'uncertain': [{'description': 'details of the background scenery', 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Crong, the green dinosaur, is visible in the left background.', 'center': 'Pororo, the penguin, is in the center foreground, moving his arms.', 'right': 'Loopy, the pink beaver, is visible in the right background.', 'foreground': 'Pororo is prominently in the foreground.', 'background': 'The background features snow and trees, but details are unclear.'}}","pororo answered, ""uh well,"" while moving his arms and turning around.","1.0,1.0,1.0",1.0
36,2291,Pororo_ENGLISH1_3_ep4,45,whom did eddy say sorry to,eddy said sorry to pororo,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['fox', 'orange fur', 'smiling'], 'location': ['foreground', 'left']}, {'name': 'Pororo', 'attributes': ['penguin', 'blue body', 'smiling'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Eddy', 'action': 'apologizes', 'object': 'Pororo'}], 'relationships': [{'subject': 'Eddy', 'relation': 'next to', 'object': 'Pororo'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy, the orange fox, is smiling.', 'center': 'Eddy and Pororo are looking at each other.', 'right': 'Pororo, the blue penguin, is smiling.', 'foreground': 'Eddy and Pororo are in the foreground, interacting.', 'background': 'Snowy landscape with trees under a night sky.'}}",eddy said sorry to pororo for doubting him.,"1.0,1.0,1.0",1.0
37,2298,Pororo_ENGLISH1_3_ep5,1,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['talking', 'animated character'], 'location': ['foreground', 'left']}, {'name': 'Loopy', 'attributes': ['clapping', 'animated character'], 'location': ['foreground', 'center']}, {'name': 'Poby', 'attributes': ['nodding', 'animated character'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Eddy', 'action': 'explaining', 'object': 'Loopy and Poby'}, {'subject': 'Loopy', 'action': 'clapping', 'object': None}, {'subject': 'Poby', 'action': 'nodding', 'object': None}], 'relationships': [{'subject': 'Eddy', 'relation': 'to the left of', 'object': 'Loopy'}, {'subject': 'Loopy', 'relation': 'to the left of', 'object': 'Poby'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy is talking animatedly.', 'center': 'Loopy is clapping while listening.', 'right': 'Poby is nodding in agreement.', 'foreground': 'Eddy, Loopy, and Poby are gathered together.', 'background': 'Snowy landscape with trees and an ice structure.'}}","eddy, loopy, and poby were secretly discussing something, with eddy explaining while loopy clapped and poby nodded in agreement when pororo and crong arrived.","1.0,1.0,1.0",1.0
38,2333,Pororo_ENGLISH1_3_ep5,25,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['pink', 'small', 'cute'], 'location': ['foreground', 'left']}, {'name': 'Poby', 'attributes': ['white', 'bear', 'medium'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['green', 'small', 'dinosaur'], 'location': ['foreground', 'right']}, {'name': 'Eddy', 'attributes': ['orange', 'fox', 'medium'], 'location': ['foreground', 'far right']}], 'actions': [{'subject': 'Loopy', 'action': 'waves', 'object': 'none'}, {'subject': 'Poby', 'action': 'waves', 'object': 'none'}, {'subject': 'Crong', 'action': 'waves', 'object': 'none'}, {'subject': 'Eddy', 'action': 'waves', 'object': 'none'}], 'relationships': [{'subject': 'Loopy', 'relation': 'to the left of', 'object': 'Poby'}, {'subject': 'Poby', 'relation': 'to the left of', 'object': 'Crong'}, {'subject': 'Crong', 'relation': 'to the left of', 'object': 'Eddy'}], 'uncertain': [{'description': ""Pororo's location"", 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Loopy is waving goodbye.', 'center': 'Poby is waving goodbye.', 'right': 'Crong and Eddy are waving goodbye.', 'foreground': 'All characters are in the foreground waving.', 'background': 'Snowy landscape with trees; unclear if Pororo is present.'}}","the friends do not find pororo behind the snowman, as he is not clearly present in the scene.","0.0,0.0,0.0",0.0
39,2425,Pororo_ENGLISH1_3_ep7,25,"what does crong do when pororo says ""come here""",crong runs away from pororo,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing goggles', 'wearing a hat'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['green dinosaur', 'small', 'looking away'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Pororo', 'action': 'says', 'object': 'come here'}, {'subject': 'Crong', 'action': 'tries to run away', 'object': None}], 'relationships': [{'subject': 'Pororo', 'relation': 'is facing', 'object': 'Crong'}], 'uncertain': [{'description': ""Crong's exact position or movement"", 'location': ['foreground', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'Crong, a small green dinosaur, is positioned on the left, appearing to look away.', 'center': 'Pororo, a blue penguin wearing goggles and a hat, is in the center, facing Crong.', 'right': 'The right region is empty.', 'foreground': 'Both Pororo and Crong are in the foreground, with Crong trying to run away.', 'background': 'The background features a snowy landscape and a small house.'}}","when pororo says ""come here,"" crong tries to run away again, ignoring pororo's request.","1.0,1.0,1.0",1.0
40,2446,Pororo_ENGLISH1_3_ep7,47,what does poby say when invited to play,"he says ""of course""","{'description': 'Task 1 - Structured Scene Understanding\njson\n{\n  ""objects"": [\n    {\n      ""name"": ""Poby"",\n      ""attributes"": [""polar bear"", ""happy""],\n      ""location"": [""foreground"", ""center""]\n    }\n  ],\n  ""actions"": [\n    {\n      ""subject"": ""Poby"",\n      ""action"": ""abandon"",\n      ""object"": ""fishing rod""\n    },\n    {\n      ""subject"": ""Poby"",\n      ""action"": ""go"",\n      ""object"": ""friends""\n    }\n  ],\n  ""relationships"": [],\n  ""uncertain"": []\n}\n Task 2 - Region-based Captions\njson\n{\n  ""left"": ""Snowy trees are visible in the left region."",\n  ""center"": ""Poby is happily walking towards his friends."",\n  ""right"": ""The right region is empty."",\n  ""foreground"": ""Poby is in the foreground, abandoning his fishing rod."",\n  ""background"": ""A clear blue sky with some clouds is in the background.""\n}'}","poby happily responds, ""of course,"" when invited to play with his friends.","1.0,1.0,1.0",1.0
41,Average,,,,"Total Videos: 22, Total Questions: 40",,,,0.8125
