row_num,qid,video_name,gif_num,question,correct_answer,visual_description,predicted_answer,evaluator_scores,accuracy
27,1767,Pororo_ENGLISH1_2_ep8,48,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['pink', 'bear', 'surprised'], 'location': ['foreground', 'left']}, {'name': 'Eddy', 'attributes': ['white', 'robot', 'excited'], 'location': ['foreground', 'center']}, {'name': 'Loopy', 'attributes': ['orange', 'rabbit', 'curious'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Poby', 'action': 'look', 'object': 'down'}, {'subject': 'Eddy', 'action': 'look', 'object': 'down'}, {'subject': 'Loopy', 'action': 'look', 'object': 'down'}], 'relationships': [{'subject': 'Poby', 'relation': 'next to', 'object': 'Eddy'}, {'subject': 'Eddy', 'relation': 'next to', 'object': 'Loopy'}], 'uncertain': [{'description': 'details of the hole', 'location': ['foreground', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby looks surprised from the left side of the hole.', 'center': 'Eddy appears excited in the center of the hole.', 'right': 'Loopy looks curious from the right side of the hole.', 'foreground': 'The characters are peering down from the hole.', 'background': 'The background is mostly empty with a blue sky.'}}","poby, eddy, and loopy told pororo and crong, ""we are here to save you.""","1.0,1.0,1.0",1.0
28,1768,Pororo_ENGLISH1_2_ep8,49,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['smiling', 'wearing a mask', 'sticking out tongue'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Loopy', 'action': 'talking', 'object': None}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'The left region is empty.', 'center': 'Loopy is smiling and talking, wearing a mask and sticking out her tongue.', 'right': 'The right region is empty.', 'foreground': 'Loopy is prominently displayed in the foreground.', 'background': 'The background features a snowy landscape with trees.'}}","loopy told pororo and crong, ""did you think you could play a trick on me?"" while smiling and wearing a mask.","0.75,0.75,0.75",0.75
29,2079,Pororo_ENGLISH1_3_ep1,15,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing goggles', 'wearing a hat'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Pororo', 'action': 'asks', 'object': ""Eddy's hidden map""}], 'relationships': [{'subject': 'Pororo', 'relation': 'is in front of', 'object': 'Eddy'}], 'uncertain': [{'description': ""Eddy's presence or actions"", 'location': ['foreground', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'Unclear content, possibly Eddy hiding something.', 'center': 'Pororo is standing with a suspicious expression.', 'right': 'Empty space with no visible content.', 'foreground': 'Pororo is prominently displayed.', 'background': 'Snowy landscape with trees and mountains.'}}",pororo thinks eddy is hiding the map because it seems like a treasure.,"0.75,0.75,0.75",0.75
30,2513,Pororo_ENGLISH1_3_ep11,1,what did pororo see moving?,pororo saw the magnet moving.,"{'Task 1': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing a helmet', 'holding a book'], 'location': ['foreground', 'center']}, {'name': 'wind-up toy', 'attributes': ['moving', 'colorful'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Pororo', 'action': 'sees', 'object': 'wind-up toy'}], 'relationships': [{'subject': 'Pororo', 'relation': 'sitting on', 'object': 'sofa'}, {'subject': 'wind-up toy', 'relation': 'located near', 'object': 'Pororo'}], 'uncertain': []}, 'Task 2': {'left': 'The left region is empty.', 'center': 'Pororo is sitting on the sofa, reading a book.', 'right': 'A wind-up toy is moving on the floor.', 'foreground': 'Pororo and the wind-up toy are visible.', 'background': 'The background features a simple room with walls and windows.'}}",pororo saw a colorful wind-up toy moving on the floor.,"0.25,0.25,0.25",0.25
31,2575,Pororo_ENGLISH1_3_ep12,16,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['pink', 'bear', 'smiling'], 'location': ['foreground', 'center']}, {'name': 'Eddy', 'attributes': ['green', 'frog', 'curious'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Loopy', 'action': 'hands over', 'object': 'sandwich'}, {'subject': 'Eddy', 'action': 'picks up', 'object': 'sandwich'}], 'relationships': [{'subject': 'Loopy', 'relation': 'gives to', 'object': 'Eddy'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy, a green frog, is looking at Loopy.', 'center': 'Loopy, a pink bear, is handing a sandwich.', 'right': 'Empty or unclear.', 'foreground': 'Loopy and Eddy are in the foreground, interacting.', 'background': 'Snowy landscape with unclear details.'}}",loopy gives a sandwich to eddy.,"1.0,1.0,1.0",1.0
32,2582,Pororo_ENGLISH1_3_ep12,24,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['riding a robot'], 'location': ['foreground', 'center']}, {'name': 'Loopy', 'attributes': ['watching', 'curious expression'], 'location': ['foreground', 'left']}, {'name': 'Poby', 'attributes': ['watching'], 'location': ['foreground', 'right']}, {'name': 'Crong', 'attributes': ['watching'], 'location': ['foreground', 'left']}, {'name': 'Pororo', 'attributes': ['watching'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Eddy', 'action': 'riding', 'object': 'robot'}, {'subject': 'Loopy', 'action': 'asking', 'object': 'Eddy'}], 'relationships': [{'subject': 'Eddy', 'relation': 'on', 'object': 'robot'}, {'subject': 'Loopy', 'relation': 'next to', 'object': 'Eddy'}, {'subject': 'Poby', 'relation': 'next to', 'object': 'Eddy'}, {'subject': 'Crong', 'relation': 'next to', 'object': 'Loopy'}, {'subject': 'Pororo', 'relation': 'next to', 'object': 'Eddy'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Loopy and Crong are watching Eddy.', 'center': 'Eddy is riding a robot.', 'right': 'Poby is watching Eddy.', 'foreground': 'Eddy, Loopy, Crong, Poby, and Pororo are in the foreground.', 'background': 'The background shows a snowy landscape.'}}","loopy asks eddy, ""what happened?"" while watching him ride the robot.","1.0,1.0,1.0",1.0
33,2623,Pororo_ENGLISH1_3_ep13,18,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Crong', 'attributes': ['green', 'smiling'], 'location': ['foreground', 'center']}, {'name': 'drawer', 'attributes': ['wooden', 'closed'], 'location': ['background', 'left']}, {'name': 'box', 'attributes': ['wooden', 'open'], 'location': ['background', 'right']}, {'name': 'wall decorations', 'attributes': ['colorful', 'various shapes'], 'location': ['background', 'center']}], 'actions': [{'subject': 'Crong', 'action': 'cleaning', 'object': 'floor'}], 'relationships': [{'subject': 'Crong', 'relation': 'in front of', 'object': 'drawer'}, {'subject': 'Crong', 'relation': 'near', 'object': 'box'}], 'uncertain': [{'description': 'specific details of wall decorations', 'location': ['background', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'A wooden drawer is visible, closed.', 'center': 'Crong is happily cleaning the floor.', 'right': 'An open wooden box is present.', 'foreground': 'Crong is the main focus, actively cleaning.', 'background': 'Colorful wall decorations are displayed, details unclear.'}}",everyone felt happy and amused watching crong cheerfully clean the house.,"0.75,0.75,0.75",0.75
34,2173,Pororo_ENGLISH1_3_ep2,49,what was crong playing with as pororo entered the house,crong was playing with a snowboard,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['small', 'blue', 'penguin'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['small', 'green', 'dinosaur'], 'location': ['uncertain', 'uncertain']}], 'actions': [{'subject': 'Pororo', 'action': 'looking for', 'object': 'Crong'}], 'relationships': [{'subject': 'Pororo', 'relation': 'searching for', 'object': 'Crong'}], 'uncertain': [{'description': ""Crong's activity or object"", 'location': ['uncertain', 'uncertain']}]}, 'Task 2 - Region-based Captions': {'left': 'The left region shows snowy terrain with trees.', 'center': 'Pororo is in the center, looking around.', 'right': 'The right region is unclear, possibly more snowy landscape.', 'foreground': 'Pororo is prominently in the foreground.', 'background': 'The background features a snowy landscape with hills.'}}",crong was playing with an unspecified object as pororo entered the house.,"0.25,0.25,0.25",0.25
35,2206,Pororo_ENGLISH1_3_ep3,31,what did pororo answer to loopy and crong,"pororo said ""uh well""","{'raw': '```json\n{\n  ""objects"": [\n    {""name"": ""Pororo"", ""attributes"": [""penguin"", ""wearing goggles"", ""wearing a hat""], ""location"": [""foreground"", ""center""]},\n    {""name"": ""Crong"", ""attributes"": [""green dinosaur""], ""location"": [""background"", ""right""]},\n    {""name"": ""Loopy"", ""attributes"": [""pink beaver""], ""location"": [""background"", ""right""]}\n  ],\n  ""actions"": [\n    {""subject"": ""Pororo"", ""action"": ""moves"", ""object"": ""arms""},\n    {""subject"": ""Pororo"", ""action"": ""turns"", ""object"": ""around""}\n  ],\n  ""relationships"": [\n    {""subject"": ""Pororo"", ""relation"": ""in front of"", ""object"": ""Crong""},\n    {""subject"": ""Pororo"", ""relation"": ""in front of"", ""object"": ""Loopy""}\n  ],\n  ""uncertain"": []\n}\n```\n\n```json\n{\n  ""left"": ""The left region is empty."",\n  ""center"": ""Pororo is in the center, moving his arms and turning around."",\n  ""right"": ""Crong and Loopy are visible in the background."",\n  ""foreground"": ""Pororo is prominently in the foreground."",\n  ""background"": ""Snowy landscape with Crong and Loopy in the background.""\n}\n```'}","pororo answered, ""uh well,"" while moving his arms and turning around.","1.0,1.0,1.0",1.0
36,2291,Pororo_ENGLISH1_3_ep4,45,whom did eddy say sorry to,eddy said sorry to pororo,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['fox', 'smiling'], 'location': ['center', 'left']}, {'name': 'Pororo', 'attributes': ['penguin', 'smiling'], 'location': ['center', 'right']}], 'actions': [{'subject': 'Eddy', 'action': 'apologizes', 'object': 'Pororo'}], 'relationships': [{'subject': 'Eddy', 'relation': 'next to', 'object': 'Pororo'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy, a smiling fox, is positioned on the left.', 'center': 'Eddy and Pororo are looking at each other.', 'right': 'Pororo, a smiling penguin, is positioned on the right.', 'foreground': 'Eddy and Pororo are in the foreground, with no other objects visible.', 'background': 'The background features a night sky with trees, but details are unclear.'}}",eddy said sorry to pororo for doubting him.,"1.0,1.0,1.0",1.0
37,2298,Pororo_ENGLISH1_3_ep5,1,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['talking', 'animated character'], 'location': ['foreground', 'left']}, {'name': 'Loopy', 'attributes': ['clapping', 'animated character'], 'location': ['foreground', 'center']}, {'name': 'Poby', 'attributes': ['nodding', 'animated character'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Eddy', 'action': 'explaining', 'object': 'Loopy and Poby'}, {'subject': 'Loopy', 'action': 'clapping', 'object': None}, {'subject': 'Poby', 'action': 'nodding', 'object': None}], 'relationships': [{'subject': 'Eddy', 'relation': 'to the left of', 'object': 'Loopy'}, {'subject': 'Loopy', 'relation': 'to the left of', 'object': 'Poby'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy is explaining something to Loopy and Poby.', 'center': 'Loopy is clapping while listening.', 'right': 'Poby is nodding his head in agreement.', 'foreground': 'Eddy, Loopy, and Poby are gathered together talking.', 'background': 'Snowy landscape with trees and an ice structure.'}}","eddy, loopy, and poby were secretly discussing something when pororo arrived with crong.","1.0,1.0,1.0",1.0
38,2333,Pororo_ENGLISH1_3_ep5,25,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['pink', 'small', 'cute'], 'location': ['foreground', 'left']}, {'name': 'Poby', 'attributes': ['white', 'bear', 'medium'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['green', 'small', 'dinosaur'], 'location': ['foreground', 'right']}, {'name': 'Eddy', 'attributes': ['orange', 'fox', 'medium'], 'location': ['foreground', 'far right']}], 'actions': [{'subject': 'Loopy', 'action': 'waves', 'object': 'none'}, {'subject': 'Poby', 'action': 'waves', 'object': 'none'}, {'subject': 'Crong', 'action': 'waves', 'object': 'none'}, {'subject': 'Eddy', 'action': 'waves', 'object': 'none'}], 'relationships': [{'subject': 'Loopy', 'relation': 'to the left of', 'object': 'Poby'}, {'subject': 'Poby', 'relation': 'to the left of', 'object': 'Crong'}, {'subject': 'Crong', 'relation': 'to the left of', 'object': 'Eddy'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Loopy is waving goodbye.', 'center': 'Poby is waving goodbye.', 'right': 'Crong and Eddy are waving goodbye.', 'foreground': 'All characters are in the foreground waving.', 'background': 'Snowy landscape with trees and blue sky.'}}","no, the friends do not find pororo behind the snowman; they are waving goodbye to him instead.","0.0,0.0,0.0",0.0
39,2425,Pororo_ENGLISH1_3_ep7,25,"what does crong do when pororo says ""come here""",crong runs away from pororo,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing goggles', 'wearing a hat'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['green dinosaur', 'small', 'looking away'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Pororo', 'action': 'calls', 'object': 'Crong'}, {'subject': 'Crong', 'action': 'tries to run away', 'object': None}], 'relationships': [{'subject': 'Pororo', 'relation': 'is facing', 'object': 'Crong'}, {'subject': 'Crong', 'relation': 'is next to', 'object': 'Pororo'}], 'uncertain': [{'description': ""Crong's exact position or movement"", 'location': ['foreground', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'Crong, a small green dinosaur, is attempting to run away.', 'center': 'Pororo, a blue penguin, is calling out to Crong.', 'right': 'Empty or unclear.', 'foreground': 'Pororo and Crong are both visible, with Pororo in a commanding position.', 'background': 'Snowy landscape with a house, but details are unclear.'}}","when pororo says ""come here,"" crong tries to run away instead of approaching him.","0.75,0.75,0.75",0.75
40,2446,Pororo_ENGLISH1_3_ep7,47,what does poby say when invited to play,"he says ""of course""","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['polar bear', 'happy expression'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Poby', 'action': 'abandon', 'object': 'fishing rod'}, {'subject': 'Poby', 'action': 'go', 'object': 'friends'}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Snowy trees are visible in the left region.', 'center': 'Poby is happily running towards his friends.', 'right': 'The right region is empty.', 'foreground': 'Poby is in the foreground, abandoning his fishing rod.', 'background': 'A clear blue sky is visible in the background.'}}","poby happily responds, ""of course!"" when invited to play.","1.0,1.0,1.0",1.0
41,Average,,,,"Total Videos: 22, Total Questions: 40",,,,0.8125
