row_num,qid,video_name,gif_num,question,correct_answer,visual_description,pure_language_answer,visual_language_answer,visual_language_critic_answer,evaluator_scores,accuracy,model_confidence,visual_description_sufficiency,explanation,visual_evidence,changed
23,1441,Pororo_ENGLISH1_2_ep2,23.0,what did poby's friend decide,poby's friend decided to help poby to get some sleep,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['smiling', 'standing'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Poby', 'action': 'expressing', 'object': 'happiness'}], 'relationships': [], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Empty space with snow and trees.', 'center': 'Poby is smiling and standing with arms open.', 'right': 'Empty space with snow and trees.', 'foreground': 'Poby is prominently displayed.', 'background': 'Snowy landscape with trees and mountains.'}}",eddy decided that they need to help poby get some sleep.,eddy decided that they need to help poby get some sleep.,eddy decided that they need to help poby get some sleep.,"1.0,1.0,1.0",1.0,1.0,SUFFICIENT,"the visual description provides relevant context about poby's expression and actions, which aligns with the answers regarding eddy's decision to help poby sleep.","the description of poby smiling and standing with arms open supports the idea of a positive interaction, reinforcing eddy's intention to help.",False
24,1572,Pororo_ENGLISH1_2_ep5,19.0,who interrupts eddy as he was saying hello to loopy,pororo interrupts eddy as he was saying hello to loopy,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['wearing a helmet', 'blue penguin'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['green dinosaur', 'sliding down'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Pororo', 'action': 'raises', 'object': 'left arm'}, {'subject': 'Crong', 'action': 'sliding', 'object': 'down'}], 'relationships': [{'subject': 'Crong', 'relation': 'behind', 'object': 'Pororo'}], 'uncertain': [{'description': 'details about Loopy', 'location': ['background', 'right']}]}, 'Task 2 - Region-based Captions': {'left': 'Crong is sliding down in the left region.', 'center': 'Pororo stands with his left arm raised in the center.', 'right': 'Unclear or empty; possibly contains Loopy.', 'foreground': 'Pororo and Crong are both in the foreground.', 'background': 'Icebergs and sky are visible in the background.'}}",crong interrupts eddy as he was saying hello to loopy.,crong interrupts eddy as he was saying hello to loopy.,crong interrupts eddy as he was saying hello to loopy.,"0.0,0.0,0.0",0.0,1.0,SUFFICIENT,"the visual description clearly indicates that crong interrupts eddy while he is saying hello to loopy, confirming the answer.","the description states that crong is sliding down behind pororo, which supports the action of interruption.",False
25,1579,Pororo_ENGLISH1_2_ep5,26.0,what did loopy propose to the group after telling them about the flower,loopy proposed that they should ask her anything,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['smiling', 'wearing a hat', 'holding a vase with flowers'], 'location': ['foreground', 'center']}, {'name': 'Eddy', 'attributes': ['sitting'], 'location': ['foreground', 'left']}, {'name': 'Pororo', 'attributes': ['sitting'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Loopy', 'action': 'holding', 'object': 'vase with flowers'}], 'relationships': [{'subject': 'Loopy', 'relation': 'spatial relation', 'object': 'Eddy'}, {'subject': 'Loopy', 'relation': 'spatial relation', 'object': 'Pororo'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy is sitting on the ground.', 'center': 'Loopy is smiling while holding a vase with flowers.', 'right': 'Pororo is sitting on the ground.', 'foreground': 'Loopy, Eddy, and Pororo are all in the foreground.', 'background': 'The background features a snowy landscape with trees and ice.'}}",loopy proposed that the group ask him anything about the flower he was holding.,loopy proposed that the group ask him anything after sharing about the flower.,loopy proposed that the group ask him anything after sharing about the flower.,"0.75,0.75,0.75",0.75,1.0,SUFFICIENT,"the visual description provides relevant details about loopy's actions and context, confirming that he proposed the group ask him anything about the flower.",the description of loopy holding a vase with flowers and smiling supports the dialogue context.,False
26,1762,Pororo_ENGLISH1_2_ep8,43.0,what did pororo think next?,pororo thought next: wjat should i do?,Visual Description: crong and pororo have a sad face.,pororo thought he needed to find a way to cheer up crong and himself.,pororo thought they needed to find a way to cheer themselves up and solve their problem together.,pororo thought they needed to find a way to cheer themselves up and solve their problem together.,"0.5,0.5,0.5",0.5,0.75,SUFFICIENT,"the visual description of crong and pororo having sad faces supports the context of their emotional state, which aligns with the need to cheer themselves up. however, the answers differ slightly in wording, affecting the overall agreement.","the visual description indicates the emotional state of the characters, which is relevant to their thoughts about needing to cheer up.",True
27,1767,Pororo_ENGLISH1_2_ep8,48.0,"what did poby, eddy and loopy tell pororo and crong?","poby, eddy and loopy told pororo and crong that they were there to save them.","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Poby', 'attributes': ['pink', 'bear', 'surprised'], 'location': ['foreground', 'left']}, {'name': 'Eddy', 'attributes': ['white', 'dog', 'excited'], 'location': ['foreground', 'center']}, {'name': 'Loopy', 'attributes': ['orange', 'rabbit', 'curious'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Poby', 'action': 'look', 'object': 'down'}, {'subject': 'Eddy', 'action': 'look', 'object': 'down'}, {'subject': 'Loopy', 'action': 'look', 'object': 'down'}], 'relationships': [{'subject': 'Poby', 'relation': 'next to', 'object': 'Eddy'}, {'subject': 'Eddy', 'relation': 'next to', 'object': 'Loopy'}], 'uncertain': [{'description': 'details of the hole', 'location': ['foreground', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'Poby looks surprised from the left side of the hole.', 'center': 'Eddy appears excited while looking down.', 'right': 'Loopy looks curious from the right side of the hole.', 'foreground': 'The characters are gathered around the hole.', 'background': 'The background is mostly empty with a blue sky.'}}","poby, eddy, and loopy told pororo and crong, ""we are here to save you.""","poby, eddy, and loopy told pororo and crong, ""we are here to save you.""","poby, eddy, and loopy told pororo and crong, ""we are here to save you.""","1.0,1.0,1.0",1.0,1.0,INSUFFICIENT,"the visual description provides clear context about the characters and their actions, confirming that poby, eddy, and loopy are looking down and expressing their intent to save pororo and crong, which aligns with the dialogue.","the actions of poby, eddy, and loopy looking down from the hole directly support the dialogue they are expressing.",False
28,1768,Pororo_ENGLISH1_2_ep8,49.0,what did loopy tell pororo and crong?,loopy told pororo and crong that they couldn't play a trick on her.,"{'Task 1': {'objects': [{'name': 'Loopy', 'attributes': ['smiling', 'wearing a mask', 'sticking out tongue'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Loopy', 'action': 'talking', 'object': None}], 'relationships': [], 'uncertain': []}, 'Task 2': {'left': 'The left region is empty.', 'center': 'Loopy is smiling and talking, wearing a mask and sticking out her tongue.', 'right': 'The right region is empty.', 'foreground': 'Loopy is prominently displayed in the foreground.', 'background': 'The background features a snowy landscape with trees.'}}","loopy told pororo and crong, ""did you think you could play a trick on me?""","loopy told pororo and crong, ""did you think you could play a trick on me?""","loopy told pororo and crong, ""did you think you could play a trick on me?""","0.75,0.75,0.75",0.75,1.0,INSUFFICIENT,"the visual description provides clear context about loopy's actions and expressions, confirming the dialogue presented in both answers.","the description of loopy smiling and talking, along with the specific dialogue in the subtitles, directly supports the answer.",False
29,2079,Pororo_ENGLISH1_3_ep1,15.0,what does pororo think eddy is hiding?,pororo thinks eddy is hiding some kind of treasure.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing goggles', 'wearing a hat'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Pororo', 'action': 'asks', 'object': ""Eddy's hidden map""}], 'relationships': [{'subject': 'Pororo', 'relation': 'is in front of', 'object': 'Eddy'}], 'uncertain': [{'description': ""Eddy's location or appearance"", 'location': ['background', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'Unclear, possibly Eddy is hiding something.', 'center': 'Pororo is standing with a suspicious expression.', 'right': 'Empty or unclear.', 'foreground': 'Pororo is prominently displayed.', 'background': 'Snowy landscape with trees.'}}",pororo thinks eddy is hiding the map because he believes it might be some kind of treasure.,pororo thinks eddy is hiding the map as if it is some kind of treasure.,pororo thinks eddy is hiding the map as if it is some kind of treasure.,"0.75,0.75,0.75",0.75,1.0,SUFFICIENT,"the visual description provides relevant context about pororo's actions and expressions, confirming that he is suspicious about eddy hiding the map, which aligns with both answers.","the description indicates pororo's suspicious expression and his action of asking about the hidden map, supporting the interpretation of his thoughts.",False
30,2513,Pororo_ENGLISH1_3_ep11,1.0,what did pororo see moving?,pororo saw the magnet moving.,"{'Task 1': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing a helmet', 'holding a book'], 'location': ['foreground', 'center']}, {'name': 'wind-up toy', 'attributes': ['moving', 'colorful'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Pororo', 'action': 'sees', 'object': 'wind-up toy'}], 'relationships': [{'subject': 'Pororo', 'relation': 'sitting on', 'object': 'sofa'}, {'subject': 'wind-up toy', 'relation': 'located near', 'object': 'Pororo'}], 'uncertain': [{'description': 'details of the background', 'location': ['background', 'left']}]}, 'Task 2': {'left': 'The left region contains a wall with a window.', 'center': 'Pororo is sitting on a sofa, reading a book.', 'right': 'A wind-up toy is moving on the floor.', 'foreground': 'Pororo and the wind-up toy are clearly visible.', 'background': 'The background is unclear with some details not visible.'}}",pororo saw a wind-up toy moving on the floor.,pororo saw a colorful wind-up toy moving on the floor.,pororo saw a colorful wind-up toy moving on the floor.,"0.25,0.25,0.25",0.25,1.0,SUFFICIENT,"the visual description provides clear and relevant details about pororo seeing a wind-up toy moving, which aligns with the question.","the description specifies that pororo is in the foreground, sitting on a sofa, and that the wind-up toy is moving nearby, directly supporting the question.",False
31,2575,Pororo_ENGLISH1_3_ep12,16.0,who does loopy give a sandwich to?,loopy gives a sandwich to eddy,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['pink', 'bear', 'smiling'], 'location': ['foreground', 'center']}, {'name': 'Eddy', 'attributes': ['green', 'frog', 'looking at Loopy'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Loopy', 'action': 'hands over', 'object': 'sandwich'}, {'subject': 'Eddy', 'action': 'picks up', 'object': 'sandwich'}], 'relationships': [{'subject': 'Loopy', 'relation': 'gives to', 'object': 'Eddy'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy, a green frog, is looking at Loopy.', 'center': 'Loopy, a pink bear, is handing a sandwich.', 'right': 'Empty or unclear.', 'foreground': 'Loopy and Eddy are in the foreground, interacting.', 'background': 'Snowy landscape with unclear details.'}}",loopy gives a sandwich to eddy.,loopy gives a sandwich to eddy.,loopy gives a sandwich to eddy.,"1.0,1.0,1.0",1.0,1.0,SUFFICIENT,"the visual description clearly indicates that loopy is handing a sandwich to eddy, which directly answers the question.",the actions described in the visual description confirm that loopy is giving a sandwich to eddy.,False
32,2582,Pororo_ENGLISH1_3_ep12,24.0,what does loopy ask eddy?,"loopy asks eddy ""what happened?""","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['riding a robot'], 'location': ['foreground', 'center']}, {'name': 'Loopy', 'attributes': ['watching'], 'location': ['foreground', 'left']}, {'name': 'Poby', 'attributes': ['watching'], 'location': ['foreground', 'right']}, {'name': 'Crong', 'attributes': ['watching'], 'location': ['foreground', 'left']}, {'name': 'Pororo', 'attributes': ['watching'], 'location': ['foreground', 'center']}], 'actions': [{'subject': 'Eddy', 'action': 'riding', 'object': 'robot'}, {'subject': 'Loopy', 'action': 'watching', 'object': 'Eddy'}, {'subject': 'Poby', 'action': 'watching', 'object': 'Eddy'}, {'subject': 'Crong', 'action': 'watching', 'object': 'Eddy'}, {'subject': 'Pororo', 'action': 'watching', 'object': 'Eddy'}], 'relationships': [{'subject': 'Eddy', 'relation': 'on', 'object': 'robot'}, {'subject': 'Loopy', 'relation': 'to the left of', 'object': 'Eddy'}, {'subject': 'Poby', 'relation': 'to the right of', 'object': 'Eddy'}, {'subject': 'Crong', 'relation': 'to the left of', 'object': 'Eddy'}, {'subject': 'Pororo', 'relation': 'behind', 'object': 'Eddy'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Loopy and Crong are watching Eddy.', 'center': 'Eddy is riding a robot.', 'right': 'Poby is watching Eddy.', 'foreground': 'Eddy, Loopy, Crong, Poby, and Pororo are all in the foreground.', 'background': 'The background shows snowy hills and trees.'}}","loopy asks eddy, ""what happened?""","loopy asks eddy, ""what happened?""","loopy asks eddy, ""what happened?""","1.0,1.0,1.0",1.0,1.0,INSUFFICIENT,"both the pure_language_answer and visual_language_answer accurately reflect the dialogue presented in the subtitles, and the visual_description supports the context of the scene.","the actions and relationships described in the visual_description confirm that loopy is watching eddy and asking what happened, aligning with the dialogue.",False
33,2623,Pororo_ENGLISH1_3_ep13,18.0,how did everybody feel when seeing crong clean out the house,everybody felt surprised to see crong cleaning the house,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Crong', 'attributes': ['green', 'smiling'], 'location': ['foreground', 'center']}, {'name': 'drawer', 'attributes': ['wooden', 'closed'], 'location': ['background', 'left']}, {'name': 'box', 'attributes': ['wooden', 'open'], 'location': ['background', 'right']}, {'name': 'poster', 'attributes': ['colorful'], 'location': ['background', 'left']}], 'actions': [{'subject': 'Crong', 'action': 'cleaning', 'object': 'floor'}], 'relationships': [{'subject': 'Crong', 'relation': 'in front of', 'object': 'drawer'}, {'subject': 'Crong', 'relation': 'near', 'object': 'box'}], 'uncertain': [{'description': 'details of the floor', 'location': ['foreground', 'center']}]}, 'Task 2 - Region-based Captions': {'left': 'A wooden drawer and a colorful poster are visible.', 'center': 'Crong is cleaning the floor with a smile.', 'right': 'An open wooden box is present.', 'foreground': 'Crong is actively engaged in cleaning.', 'background': 'The background features a drawer and a poster.'}}",everyone felt amused and entertained watching crong clean the house while pororo whispered to loopy.,everyone felt happy and amused watching crong cheerfully clean the house.,everyone felt happy and amused watching crong cheerfully clean the house.,"0.75,0.75,0.75",0.75,1.0,SUFFICIENT,"the visual description provides relevant details about crong's actions and the scene, confirming that everyone felt happy and amused while watching him clean.",the description of crong cleaning the floor with a smile supports the idea that the characters felt entertained.,True
34,2173,Pororo_ENGLISH1_3_ep2,49.0,what was crong playing with as pororo entered the house,crong was playing with a snowboard,Visual Description: pororo is desperately looking for crong.,crong was playing with a toy as pororo entered the house.,crong was playing with a toy as pororo entered the house.,crong was playing with a toy as pororo entered the house.,"0.5,0.5,0.5",0.5,0.75,INSUFFICIENT,"the visual description does not provide relevant information about what crong was playing with, which is essential to answer the question. however, both answers agree on crong playing with a toy, leading to good confidence in the answer.","not applicable, as the visual description was insufficient.",False
35,2206,Pororo_ENGLISH1_3_ep3,31.0,what did pororo answer to loopy and crong,"pororo said ""uh well""","{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing goggles', 'wearing a hat'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['green dinosaur'], 'location': ['background', 'left']}, {'name': 'Loopy', 'attributes': ['pink beaver'], 'location': ['background', 'right']}], 'actions': [{'subject': 'Pororo', 'action': 'moves', 'object': 'arms'}, {'subject': 'Pororo', 'action': 'turns', 'object': 'around'}], 'relationships': [{'subject': 'Pororo', 'relation': 'in front of', 'object': 'Crong'}, {'subject': 'Pororo', 'relation': 'in front of', 'object': 'Loopy'}], 'uncertain': [{'description': 'details of the background scenery', 'location': ['background', 'left/right']}]}, 'Task 2 - Region-based Captions': {'left': 'Crong, the green dinosaur, is visible in the background.', 'center': 'Pororo is in the foreground, moving his arms and turning around.', 'right': 'Loopy, the pink beaver, is visible in the background.', 'foreground': 'Pororo is prominently featured, expressing excitement.', 'background': 'Snowy landscape with trees, details are unclear.'}}","pororo answered, ""uh well,"" while moving his arms and turning around.","pororo answered, ""uh well,"" while moving his arms and turning around.","pororo answered, ""uh well,"" while moving his arms and turning around.","1.0,1.0,1.0",1.0,1.0,INSUFFICIENT,"the visual description provides clear details about pororo's actions and his interactions with crong and loopy, which directly support the dialogue context.",the description of pororo moving his arms and turning around aligns with the actions described in the scene.,False
36,2291,Pororo_ENGLISH1_3_ep4,45.0,whom did eddy say sorry to,eddy said sorry to pororo,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['fox', 'smiling'], 'location': ['foreground', 'left']}, {'name': 'Pororo', 'attributes': ['penguin', 'smiling'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Eddy', 'action': 'apologizes', 'object': 'Pororo'}], 'relationships': [{'subject': 'Eddy', 'relation': 'next to', 'object': 'Pororo'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy, a smiling fox, is positioned on the left.', 'center': 'The center is empty.', 'right': 'Pororo, a smiling penguin, is positioned on the right.', 'foreground': 'Eddy and Pororo are in the foreground, interacting.', 'background': 'The background features a snowy landscape with trees.'}}",eddy said sorry to pororo for doubting him.,eddy said sorry to pororo for doubting him.,eddy said sorry to pororo for doubting him.,"1.0,1.0,1.0",1.0,1.0,SUFFICIENT,"the visual description provides clear evidence that eddy is apologizing to pororo, which aligns with both the pure language and visual language answers.","the actions described in the visual description confirm that eddy is apologizing to pororo, supporting the answers provided.",False
37,2298,Pororo_ENGLISH1_3_ep5,1.0,what was the friends are doing when pororo came with crong?,the friends were talking about something secretly.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Eddy', 'attributes': ['talking', 'animated character'], 'location': ['foreground', 'left']}, {'name': 'Loopy', 'attributes': ['clapping', 'animated character'], 'location': ['foreground', 'center']}, {'name': 'Poby', 'attributes': ['nodding', 'animated character'], 'location': ['foreground', 'right']}], 'actions': [{'subject': 'Eddy', 'action': 'explaining', 'object': 'Loopy and Poby'}, {'subject': 'Loopy', 'action': 'clapping', 'object': None}, {'subject': 'Poby', 'action': 'nodding', 'object': None}], 'relationships': [{'subject': 'Eddy', 'relation': 'to the left of', 'object': 'Loopy'}, {'subject': 'Loopy', 'relation': 'to the left of', 'object': 'Poby'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Eddy is talking animatedly.', 'center': 'Loopy is clapping while listening.', 'right': 'Poby is nodding in agreement.', 'foreground': 'Eddy, Loopy, and Poby are gathered together.', 'background': 'Snowy landscape with trees and an ice structure.'}}","eddy, loopy, and poby were secretly discussing something when pororo arrived with crong.","eddy, loopy, and poby were secretly discussing something, with eddy explaining while loopy clapped and poby nodded in agreement when pororo and crong arrived.","eddy, loopy, and poby were secretly discussing something when pororo arrived with crong.","1.0,1.0,1.0",1.0,1.0,SUFFICIENT,"the visual_description provides a clear and detailed account of the actions and interactions of the characters, which aligns well with the question about what the friends were doing when pororo arrived.","the description of eddy explaining, loopy clapping, and poby nodding supports the context of their secret discussion.",False
38,2333,Pororo_ENGLISH1_3_ep5,25.0,does the friends find pororo behind the snow man?,the friends find pororo behind the snow man.,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Loopy', 'attributes': ['pink', 'small', 'cute'], 'location': ['foreground', 'left']}, {'name': 'Poby', 'attributes': ['white', 'bear', 'medium'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['green', 'dinosaur', 'small'], 'location': ['foreground', 'right']}, {'name': 'Eddy', 'attributes': ['orange', 'fox', 'medium'], 'location': ['foreground', 'far right']}], 'actions': [{'subject': 'Loopy', 'action': 'waves', 'object': 'none'}, {'subject': 'Poby', 'action': 'waves', 'object': 'none'}, {'subject': 'Crong', 'action': 'waves', 'object': 'none'}, {'subject': 'Eddy', 'action': 'waves', 'object': 'none'}], 'relationships': [{'subject': 'Loopy', 'relation': 'to the left of', 'object': 'Poby'}, {'subject': 'Poby', 'relation': 'to the left of', 'object': 'Crong'}, {'subject': 'Crong', 'relation': 'to the left of', 'object': 'Eddy'}], 'uncertain': []}, 'Task 2 - Region-based Captions': {'left': 'Loopy is waving goodbye.', 'center': 'Poby is waving goodbye.', 'right': 'Crong and Eddy are waving goodbye.', 'foreground': 'All characters are in the foreground waving.', 'background': 'Snowy landscape with trees and blue sky.'}}","no, the friends do not find pororo behind the snowman; they are waving goodbye to him.","no, the friends do not find pororo behind the snowman.","no, the friends do not find pororo behind the snowman; they are waving goodbye to him.","0.0,0.0,0.0",0.0,1.0,SUFFICIENT,"the visual description clearly indicates that the characters are waving goodbye to pororo, which directly supports the answers provided.","the actions of loopy, poby, crong, and eddy waving in the foreground confirm that they are not finding pororo behind the snowman.",False
39,2425,Pororo_ENGLISH1_3_ep7,25.0,"what does crong do when pororo says ""come here""",crong runs away from pororo,"{'Task 1 - Structured Scene Understanding': {'objects': [{'name': 'Pororo', 'attributes': ['penguin', 'wearing goggles', 'wearing a hat'], 'location': ['foreground', 'center']}, {'name': 'Crong', 'attributes': ['green dinosaur', 'small'], 'location': ['foreground', 'left']}], 'actions': [{'subject': 'Pororo', 'action': 'calls', 'object': 'Crong'}, {'subject': 'Crong', 'action': 'tries to run away', 'object': None}], 'relationships': [{'subject': 'Pororo', 'relation': 'is looking at', 'object': 'Crong'}, {'subject': 'Crong', 'relation': 'is near', 'object': 'Pororo'}], 'uncertain': [{'description': ""Crong's exact position or movement direction"", 'location': ['foreground', 'left']}]}, 'Task 2 - Region-based Captions': {'left': 'Crong is visible, appearing to try to run away.', 'center': 'Pororo is standing and looking at Crong.', 'right': 'No visible content.', 'foreground': 'Pororo and Crong are both present.', 'background': 'Snowy landscape and a house are visible.'}}","when pororo says ""come here,"" crong tries to run away again.","when pororo says ""come here,"" crong tries to run away again.","when pororo says ""come here,"" crong tries to run away again.","1.0,1.0,1.0",1.0,1.0,INSUFFICIENT,"the visual description provides clear context about the characters and their actions, confirming that crong tries to run away when pororo calls him.","the actions and relationships described in the visual description align with the scene where pororo calls crong, and crong's attempt to run away is explicitly mentioned.",False
40,2446,Pororo_ENGLISH1_3_ep7,47.0,what does poby say when invited to play,"he says ""of course""",Visual Description: Poby abandons his fishing rod and goes to his friends to play.,"poby says, ""of course,"" when invited to play.","poby says, ""of course,"" when invited to play.","poby says, ""of course,"" when invited to play.","1.0,1.0,1.0",1.0,1.0,INSUFFICIENT,"the visual description directly supports the dialogue by showing poby abandoning his fishing rod to play, which aligns with the response ""of course.""",the action of poby abandoning his fishing rod to join friends reinforces the dialogue context.,False
41,Average,,,,,,,,,,0.83125,0.975,,,,4/40
